scan_cell_id,z,x0,y0,cell_tiles,bbox_wgs84,scope_unit_codes,scope_unit_count,coverage_status,coverage_attempt_count,coverage_checked_utc,coverage_note,preview_status,preview_relpath,preview_sha256,preview_bytes,preview_generated_utc,highres_request_status
OHG-Z17-X114808-Y51892,17,114808,51892,4,"[135.32958984375, 35.04798673426733, 135.340576171875, 35.05698043137264]",27322,1,no_source_coverage,1,2026-06-25T23:15:08Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114812-Y51892,17,114812,51892,4,"[135.340576171875, 35.04798673426733, 135.3515625, 35.05698043137264]",27322,1,no_source_coverage,1,2026-06-25T23:15:15Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114816-Y51892,17,114816,51892,4,"[135.3515625, 35.04798673426733, 135.362548828125, 35.05698043137264]",27322,1,no_source_coverage,1,2026-06-25T23:15:22Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114820-Y51892,17,114820,51892,4,"[135.362548828125, 35.04798673426733, 135.37353515625, 35.05698043137264]",27322,1,no_source_coverage,1,2026-06-25T23:15:30Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114824-Y51892,17,114824,51892,4,"[135.37353515625, 35.04798673426733, 135.384521484375, 35.05698043137264]",27322,1,no_source_coverage,1,2026-06-25T23:15:37Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114804-Y51896,17,114804,51896,4,"[135.318603515625, 35.0389920467808, 135.32958984375, 35.04798673426733]",27322,1,no_source_coverage,1,2026-06-25T23:15:44Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114808-Y51896,17,114808,51896,4,"[135.32958984375, 35.0389920467808, 135.340576171875, 35.04798673426733]",27322,1,no_source_coverage,1,2026-06-25T23:15:51Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114812-Y51896,17,114812,51896,4,"[135.340576171875, 35.0389920467808, 135.3515625, 35.04798673426733]",27322,1,no_source_coverage,1,2026-06-25T23:15:59Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114816-Y51896,17,114816,51896,4,"[135.3515625, 35.0389920467808, 135.362548828125, 35.04798673426733]",27322,1,no_source_coverage,1,2026-06-25T23:16:06Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114820-Y51896,17,114820,51896,4,"[135.362548828125, 35.0389920467808, 135.37353515625, 35.04798673426733]",27322,1,no_source_coverage,1,2026-06-25T23:16:13Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114824-Y51896,17,114824,51896,4,"[135.37353515625, 35.0389920467808, 135.384521484375, 35.04798673426733]",27322,1,no_source_coverage,1,2026-06-25T23:16:20Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114828-Y51896,17,114828,51896,4,"[135.384521484375, 35.0389920467808, 135.3955078125, 35.04798673426733]",27322,1,no_source_coverage,1,2026-06-25T23:16:27Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114804-Y51900,17,114804,51900,4,"[135.318603515625, 35.02999636902566, 135.32958984375, 35.0389920467808]",27322,1,no_source_coverage,1,2026-06-25T23:16:35Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114808-Y51900,17,114808,51900,4,"[135.32958984375, 35.02999636902566, 135.340576171875, 35.0389920467808]",27322,1,no_source_coverage,1,2026-06-25T23:16:42Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114812-Y51900,17,114812,51900,4,"[135.340576171875, 35.02999636902566, 135.3515625, 35.0389920467808]",27322,1,no_source_coverage,1,2026-06-25T23:16:49Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114816-Y51900,17,114816,51900,4,"[135.3515625, 35.02999636902566, 135.362548828125, 35.0389920467808]",27322,1,no_source_coverage,1,2026-06-25T23:16:57Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114820-Y51900,17,114820,51900,4,"[135.362548828125, 35.02999636902566, 135.37353515625, 35.0389920467808]",27322,1,no_source_coverage,1,2026-06-25T23:17:04Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114824-Y51900,17,114824,51900,4,"[135.37353515625, 35.02999636902566, 135.384521484375, 35.0389920467808]",27322,1,no_source_coverage,1,2026-06-25T23:17:11Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114828-Y51900,17,114828,51900,4,"[135.384521484375, 35.02999636902566, 135.3955078125, 35.0389920467808]",27322,1,no_source_coverage,1,2026-06-25T23:17:19Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114804-Y51904,17,114804,51904,4,"[135.318603515625, 35.020999701114675, 135.32958984375, 35.02999636902566]",27322,1,no_source_coverage,1,2026-06-25T23:17:26Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114808-Y51904,17,114808,51904,4,"[135.32958984375, 35.020999701114675, 135.340576171875, 35.02999636902566]",27322,1,no_source_coverage,1,2026-06-25T23:17:33Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114812-Y51904,17,114812,51904,4,"[135.340576171875, 35.020999701114675, 135.3515625, 35.02999636902566]",27322,1,no_source_coverage,1,2026-06-25T23:17:41Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114816-Y51904,17,114816,51904,4,"[135.3515625, 35.020999701114675, 135.362548828125, 35.02999636902566]",27322,1,no_source_coverage,1,2026-06-25T23:17:48Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114820-Y51904,17,114820,51904,4,"[135.362548828125, 35.020999701114675, 135.37353515625, 35.02999636902566]",27322,1,no_source_coverage,1,2026-06-25T23:17:55Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114824-Y51904,17,114824,51904,4,"[135.37353515625, 35.020999701114675, 135.384521484375, 35.02999636902566]",27322,1,no_source_coverage,1,2026-06-26T10:39:08Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114828-Y51904,17,114828,51904,4,"[135.384521484375, 35.020999701114675, 135.3955078125, 35.02999636902566]",27322,1,no_source_coverage,1,2026-06-26T10:39:17Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114808-Y51908,17,114808,51908,4,"[135.32958984375, 35.0120020431607, 135.340576171875, 35.020999701114675]",27322,1,no_source_coverage,1,2026-06-26T10:39:26Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114812-Y51908,17,114812,51908,4,"[135.340576171875, 35.0120020431607, 135.3515625, 35.020999701114675]",27322,1,no_source_coverage,1,2026-06-26T10:39:35Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114816-Y51908,17,114816,51908,4,"[135.3515625, 35.0120020431607, 135.362548828125, 35.020999701114675]",27322,1,no_source_coverage,1,2026-06-26T10:39:44Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114820-Y51908,17,114820,51908,4,"[135.362548828125, 35.0120020431607, 135.37353515625, 35.020999701114675]",27322,1,no_source_coverage,1,2026-06-26T10:39:53Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114824-Y51908,17,114824,51908,4,"[135.37353515625, 35.0120020431607, 135.384521484375, 35.020999701114675]",27322,1,no_source_coverage,1,2026-06-26T10:40:02Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114828-Y51908,17,114828,51908,4,"[135.384521484375, 35.0120020431607, 135.3955078125, 35.020999701114675]",27322,1,no_source_coverage,1,2026-06-26T10:40:11Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114832-Y51908,17,114832,51908,4,"[135.3955078125, 35.0120020431607, 135.406494140625, 35.020999701114675]",27322,1,no_source_coverage,1,2026-06-26T10:40:20Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114836-Y51908,17,114836,51908,4,"[135.406494140625, 35.0120020431607, 135.41748046875, 35.020999701114675]",27322,1,no_source_coverage,1,2026-06-26T10:40:29Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114840-Y51908,17,114840,51908,4,"[135.41748046875, 35.0120020431607, 135.428466796875, 35.020999701114675]",27322,1,no_source_coverage,1,2026-06-26T10:40:38Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114844-Y51908,17,114844,51908,4,"[135.428466796875, 35.0120020431607, 135.439453125, 35.020999701114675]",27322,1,no_source_coverage,1,2026-06-26T10:40:47Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114848-Y51908,17,114848,51908,4,"[135.439453125, 35.0120020431607, 135.450439453125, 35.020999701114675]",27322,1,no_source_coverage,1,2026-06-26T10:40:56Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114812-Y51912,17,114812,51912,4,"[135.340576171875, 35.00300339527671, 135.3515625, 35.0120020431607]",27322,1,no_source_coverage,1,2026-06-26T10:41:05Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114816-Y51912,17,114816,51912,4,"[135.3515625, 35.00300339527671, 135.362548828125, 35.0120020431607]",27322,1,no_source_coverage,1,2026-06-26T10:41:14Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114820-Y51912,17,114820,51912,4,"[135.362548828125, 35.00300339527671, 135.37353515625, 35.0120020431607]",27322,1,no_source_coverage,1,2026-06-26T10:41:23Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114824-Y51912,17,114824,51912,4,"[135.37353515625, 35.00300339527671, 135.384521484375, 35.0120020431607]",27322,1,no_source_coverage,1,2026-06-26T10:41:32Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114828-Y51912,17,114828,51912,4,"[135.384521484375, 35.00300339527671, 135.3955078125, 35.0120020431607]",27322,1,no_source_coverage,1,2026-06-26T10:41:41Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114832-Y51912,17,114832,51912,4,"[135.3955078125, 35.00300339527671, 135.406494140625, 35.0120020431607]",27322,1,no_source_coverage,1,2026-06-26T10:41:50Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114836-Y51912,17,114836,51912,4,"[135.406494140625, 35.00300339527671, 135.41748046875, 35.0120020431607]",27322,1,no_source_coverage,1,2026-06-26T10:41:59Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114840-Y51912,17,114840,51912,4,"[135.41748046875, 35.00300339527671, 135.428466796875, 35.0120020431607]",27322,1,no_source_coverage,1,2026-06-26T10:42:08Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114844-Y51912,17,114844,51912,4,"[135.428466796875, 35.00300339527671, 135.439453125, 35.0120020431607]",27322,1,no_source_coverage,1,2026-06-26T10:42:17Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114848-Y51912,17,114848,51912,4,"[135.439453125, 35.00300339527671, 135.450439453125, 35.0120020431607]",27322,1,no_source_coverage,1,2026-06-26T10:42:26Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114852-Y51912,17,114852,51912,4,"[135.450439453125, 35.00300339527671, 135.46142578125, 35.0120020431607]",27322,1,no_source_coverage,1,2026-06-26T10:42:35Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114856-Y51912,17,114856,51912,4,"[135.46142578125, 35.00300339527671, 135.472412109375, 35.0120020431607]",27322,1,no_source_coverage,1,2026-06-26T17:25:27Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114812-Y51916,17,114812,51916,4,"[135.340576171875, 34.99400375757576, 135.3515625, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T17:25:36Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114816-Y51916,17,114816,51916,4,"[135.3515625, 34.99400375757576, 135.362548828125, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T17:25:44Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114820-Y51916,17,114820,51916,4,"[135.362548828125, 34.99400375757576, 135.37353515625, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T17:25:54Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114824-Y51916,17,114824,51916,4,"[135.37353515625, 34.99400375757576, 135.384521484375, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T17:26:02Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114828-Y51916,17,114828,51916,4,"[135.384521484375, 34.99400375757576, 135.3955078125, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T17:26:11Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114832-Y51916,17,114832,51916,4,"[135.3955078125, 34.99400375757576, 135.406494140625, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T17:26:20Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114836-Y51916,17,114836,51916,4,"[135.406494140625, 34.99400375757576, 135.41748046875, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T17:26:29Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114840-Y51916,17,114840,51916,4,"[135.41748046875, 34.99400375757576, 135.428466796875, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T17:26:38Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114844-Y51916,17,114844,51916,4,"[135.428466796875, 34.99400375757576, 135.439453125, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T17:26:46Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114848-Y51916,17,114848,51916,4,"[135.439453125, 34.99400375757576, 135.450439453125, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T17:26:54Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114852-Y51916,17,114852,51916,4,"[135.450439453125, 34.99400375757576, 135.46142578125, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T17:27:03Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114856-Y51916,17,114856,51916,4,"[135.46142578125, 34.99400375757576, 135.472412109375, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T17:27:12Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114860-Y51916,17,114860,51916,4,"[135.472412109375, 34.99400375757576, 135.4833984375, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T17:27:20Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114864-Y51916,17,114864,51916,4,"[135.4833984375, 34.99400375757576, 135.494384765625, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T17:27:27Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114868-Y51916,17,114868,51916,4,"[135.494384765625, 34.99400375757576, 135.50537109375, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T17:27:34Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114812-Y51920,17,114812,51920,4,"[135.340576171875, 34.98500313017106, 135.3515625, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T17:27:40Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114816-Y51920,17,114816,51920,4,"[135.3515625, 34.98500313017106, 135.362548828125, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T17:27:46Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114820-Y51920,17,114820,51920,4,"[135.362548828125, 34.98500313017106, 135.37353515625, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T17:27:53Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114824-Y51920,17,114824,51920,4,"[135.37353515625, 34.98500313017106, 135.384521484375, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T17:28:00Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114828-Y51920,17,114828,51920,4,"[135.384521484375, 34.98500313017106, 135.3955078125, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T17:28:06Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114832-Y51920,17,114832,51920,4,"[135.3955078125, 34.98500313017106, 135.406494140625, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T17:28:14Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114836-Y51920,17,114836,51920,4,"[135.406494140625, 34.98500313017106, 135.41748046875, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T17:28:20Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114840-Y51920,17,114840,51920,4,"[135.41748046875, 34.98500313017106, 135.428466796875, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T17:28:26Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114844-Y51920,17,114844,51920,4,"[135.428466796875, 34.98500313017106, 135.439453125, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T22:47:51Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114848-Y51920,17,114848,51920,4,"[135.439453125, 34.98500313017106, 135.450439453125, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T22:48:00Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114852-Y51920,17,114852,51920,4,"[135.450439453125, 34.98500313017106, 135.46142578125, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T22:48:09Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114856-Y51920,17,114856,51920,4,"[135.46142578125, 34.98500313017106, 135.472412109375, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T22:48:19Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114860-Y51920,17,114860,51920,4,"[135.472412109375, 34.98500313017106, 135.4833984375, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T22:48:28Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114864-Y51920,17,114864,51920,4,"[135.4833984375, 34.98500313017106, 135.494384765625, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T22:48:38Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114868-Y51920,17,114868,51920,4,"[135.494384765625, 34.98500313017106, 135.50537109375, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T22:48:47Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114812-Y51924,17,114812,51924,4,"[135.340576171875, 34.97600151317588, 135.3515625, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T22:48:57Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114816-Y51924,17,114816,51924,4,"[135.3515625, 34.97600151317588, 135.362548828125, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T22:49:05Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114820-Y51924,17,114820,51924,4,"[135.362548828125, 34.97600151317588, 135.37353515625, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T22:49:15Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114824-Y51924,17,114824,51924,4,"[135.37353515625, 34.97600151317588, 135.384521484375, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T22:49:24Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114828-Y51924,17,114828,51924,4,"[135.384521484375, 34.97600151317588, 135.3955078125, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T22:49:34Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114832-Y51924,17,114832,51924,4,"[135.3955078125, 34.97600151317588, 135.406494140625, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T22:49:43Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114836-Y51924,17,114836,51924,4,"[135.406494140625, 34.97600151317588, 135.41748046875, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T22:49:53Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114840-Y51924,17,114840,51924,4,"[135.41748046875, 34.97600151317588, 135.428466796875, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T22:50:02Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114844-Y51924,17,114844,51924,4,"[135.428466796875, 34.97600151317588, 135.439453125, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T22:50:11Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114848-Y51924,17,114848,51924,4,"[135.439453125, 34.97600151317588, 135.450439453125, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T22:50:21Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114852-Y51924,17,114852,51924,4,"[135.450439453125, 34.97600151317588, 135.46142578125, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T22:50:30Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114856-Y51924,17,114856,51924,4,"[135.46142578125, 34.97600151317588, 135.472412109375, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T22:50:39Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114860-Y51924,17,114860,51924,4,"[135.472412109375, 34.97600151317588, 135.4833984375, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T22:50:48Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114864-Y51924,17,114864,51924,4,"[135.4833984375, 34.97600151317588, 135.494384765625, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T22:50:57Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114868-Y51924,17,114868,51924,4,"[135.494384765625, 34.97600151317588, 135.50537109375, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T22:51:06Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114808-Y51928,17,114808,51928,4,"[135.32958984375, 34.966998906703665, 135.340576171875, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-26T22:51:16Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114812-Y51928,17,114812,51928,4,"[135.340576171875, 34.966998906703665, 135.3515625, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-26T22:51:25Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114816-Y51928,17,114816,51928,4,"[135.3515625, 34.966998906703665, 135.362548828125, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-27T09:15:29Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114820-Y51928,17,114820,51928,4,"[135.362548828125, 34.966998906703665, 135.37353515625, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-27T09:15:38Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114824-Y51928,17,114824,51928,4,"[135.37353515625, 34.966998906703665, 135.384521484375, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-27T09:15:48Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114828-Y51928,17,114828,51928,4,"[135.384521484375, 34.966998906703665, 135.3955078125, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-27T09:15:57Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114832-Y51928,17,114832,51928,4,"[135.3955078125, 34.966998906703665, 135.406494140625, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-27T09:16:07Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114836-Y51928,17,114836,51928,4,"[135.406494140625, 34.966998906703665, 135.41748046875, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-27T09:16:16Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114840-Y51928,17,114840,51928,4,"[135.41748046875, 34.966998906703665, 135.428466796875, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-27T09:16:26Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114844-Y51928,17,114844,51928,4,"[135.428466796875, 34.966998906703665, 135.439453125, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-27T09:16:35Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114848-Y51928,17,114848,51928,4,"[135.439453125, 34.966998906703665, 135.450439453125, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-27T09:16:45Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114852-Y51928,17,114852,51928,4,"[135.450439453125, 34.966998906703665, 135.46142578125, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-27T09:16:54Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114856-Y51928,17,114856,51928,4,"[135.46142578125, 34.966998906703665, 135.472412109375, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-27T09:17:04Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114860-Y51928,17,114860,51928,4,"[135.472412109375, 34.966998906703665, 135.4833984375, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-27T09:17:13Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114864-Y51928,17,114864,51928,4,"[135.4833984375, 34.966998906703665, 135.494384765625, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-27T09:17:23Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114868-Y51928,17,114868,51928,4,"[135.494384765625, 34.966998906703665, 135.50537109375, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-27T09:17:32Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114808-Y51932,17,114808,51932,4,"[135.32958984375, 34.95799531086791, 135.340576171875, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-27T09:17:41Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114812-Y51932,17,114812,51932,4,"[135.340576171875, 34.95799531086791, 135.3515625, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-27T09:17:50Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114816-Y51932,17,114816,51932,4,"[135.3515625, 34.95799531086791, 135.362548828125, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-27T09:18:00Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114820-Y51932,17,114820,51932,4,"[135.362548828125, 34.95799531086791, 135.37353515625, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-27T09:18:09Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114824-Y51932,17,114824,51932,4,"[135.37353515625, 34.95799531086791, 135.384521484375, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-27T09:18:19Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114828-Y51932,17,114828,51932,4,"[135.384521484375, 34.95799531086791, 135.3955078125, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-27T09:18:29Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114832-Y51932,17,114832,51932,4,"[135.3955078125, 34.95799531086791, 135.406494140625, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-27T09:18:38Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114836-Y51932,17,114836,51932,4,"[135.406494140625, 34.95799531086791, 135.41748046875, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-27T09:18:48Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114840-Y51932,17,114840,51932,4,"[135.41748046875, 34.95799531086791, 135.428466796875, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-27T09:18:57Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114844-Y51932,17,114844,51932,4,"[135.428466796875, 34.95799531086791, 135.439453125, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-27T09:19:06Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114848-Y51932,17,114848,51932,4,"[135.439453125, 34.95799531086791, 135.450439453125, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-27T15:02:13Z,no_source=16/16,not_started,,,,,not_requested
OHG-Z17-X114852-Y51932,17,114852,51932,4,"[135.450439453125, 34.95799531086791, 135.46142578125, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-27T15:02:22Z,no_source=16/16,not_started,,,,,not_requested
