scan_cell_id,z,x0,y0,cell_tiles,bbox_wgs84,scope_unit_codes,scope_unit_count,coverage_status,coverage_attempt_count,coverage_checked_utc,coverage_note,preview_status,preview_relpath,preview_sha256,preview_bytes,preview_generated_utc,highres_request_status
OHG-Z17-X114868-Y51984,17,114868,51984,4,"[135.494384765625, 34.84085858477277, 135.50537109375, 34.84987503195417]",27220,1,coverage_partial,1,2026-06-28T15:09:13Z,available=8; no_source=8; total=16,not_started,,,,,not_requested
OHG-Z17-X114872-Y51984,17,114872,51984,4,"[135.50537109375, 34.84085858477277, 135.516357421875, 34.84987503195417]",27220,1,coverage_partial,1,2026-06-28T15:09:24Z,available=8; no_source=8; total=16,not_started,,,,,not_requested
OHG-Z17-X114876-Y51984,17,114876,51984,4,"[135.516357421875, 34.84085858477277, 135.52734375, 34.84987503195417]",27220,1,coverage_partial,1,2026-06-28T15:09:34Z,available=8; no_source=8; total=16,not_started,,,,,not_requested
OHG-Z17-X114880-Y51984,17,114880,51984,4,"[135.52734375, 34.84085858477277, 135.538330078125, 34.84987503195417]",27220,1,coverage_full,1,2026-06-28T15:09:46Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114848-Y51988,17,114848,51988,4,"[135.439453125, 34.83184114982866, 135.450439453125, 34.84085858477277]",27220,1,coverage_full,1,2026-06-28T15:10:00Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114852-Y51988,17,114852,51988,4,"[135.450439453125, 34.83184114982866, 135.46142578125, 34.84085858477277]",27220,1,coverage_full,1,2026-06-28T15:10:13Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114856-Y51988,17,114856,51988,4,"[135.46142578125, 34.83184114982866, 135.472412109375, 34.84085858477277]",27220,1,coverage_full,1,2026-06-28T15:10:25Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114860-Y51988,17,114860,51988,4,"[135.472412109375, 34.83184114982866, 135.4833984375, 34.84085858477277]",27220,1,coverage_full,1,2026-06-28T15:10:38Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114864-Y51988,17,114864,51988,4,"[135.4833984375, 34.83184114982866, 135.494384765625, 34.84085858477277]",27205;27220,2,coverage_full,1,2026-06-28T15:10:50Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114868-Y51988,17,114868,51988,4,"[135.494384765625, 34.83184114982866, 135.50537109375, 34.84085858477277]",27205;27220,2,coverage_full,1,2026-06-28T15:11:02Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114872-Y51988,17,114872,51988,4,"[135.50537109375, 34.83184114982866, 135.516357421875, 34.84085858477277]",27205;27220,2,coverage_full,1,2026-06-28T15:11:15Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114876-Y51988,17,114876,51988,4,"[135.516357421875, 34.83184114982866, 135.52734375, 34.84085858477277]",27205;27220,2,coverage_full,1,2026-06-28T19:59:01Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114880-Y51988,17,114880,51988,4,"[135.52734375, 34.83184114982866, 135.538330078125, 34.84085858477277]",27220,1,coverage_full,1,2026-06-28T19:59:11Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114848-Y51992,17,114848,51992,4,"[135.439453125, 34.822822727237025, 135.450439453125, 34.83184114982866]",27220,1,coverage_full,1,2026-06-28T19:59:20Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114852-Y51992,17,114852,51992,4,"[135.450439453125, 34.822822727237025, 135.46142578125, 34.83184114982866]",27220,1,coverage_full,1,2026-06-28T19:59:31Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114856-Y51992,17,114856,51992,4,"[135.46142578125, 34.822822727237025, 135.472412109375, 34.83184114982866]",27220,1,coverage_full,1,2026-06-28T19:59:41Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114860-Y51992,17,114860,51992,4,"[135.472412109375, 34.822822727237025, 135.4833984375, 34.83184114982866]",27220,1,coverage_full,1,2026-06-28T19:59:51Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114864-Y51992,17,114864,51992,4,"[135.4833984375, 34.822822727237025, 135.494384765625, 34.83184114982866]",27205;27220,2,coverage_full,1,2026-06-28T20:00:00Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114868-Y51992,17,114868,51992,4,"[135.494384765625, 34.822822727237025, 135.50537109375, 34.83184114982866]",27205;27220,2,coverage_full,1,2026-06-28T20:00:10Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114872-Y51992,17,114872,51992,4,"[135.50537109375, 34.822822727237025, 135.516357421875, 34.83184114982866]",27205;27220,2,coverage_full,1,2026-06-28T20:00:21Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114876-Y51992,17,114876,51992,4,"[135.516357421875, 34.822822727237025, 135.52734375, 34.83184114982866]",27205;27220,2,coverage_full,1,2026-06-28T20:00:31Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114880-Y51992,17,114880,51992,4,"[135.52734375, 34.822822727237025, 135.538330078125, 34.83184114982866]",27205;27220,2,coverage_full,1,2026-06-28T20:00:40Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114848-Y51996,17,114848,51996,4,"[135.439453125, 34.81380331711314, 135.450439453125, 34.822822727237025]",27220,1,coverage_full,1,2026-06-28T20:00:50Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114852-Y51996,17,114852,51996,4,"[135.450439453125, 34.81380331711314, 135.46142578125, 34.822822727237025]",27220,1,coverage_full,1,2026-06-28T20:01:00Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114856-Y51996,17,114856,51996,4,"[135.46142578125, 34.81380331711314, 135.472412109375, 34.822822727237025]",27220,1,coverage_full,1,2026-06-28T20:01:10Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114860-Y51996,17,114860,51996,4,"[135.472412109375, 34.81380331711314, 135.4833984375, 34.822822727237025]",27220,1,coverage_full,1,2026-06-28T20:01:19Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114864-Y51996,17,114864,51996,4,"[135.4833984375, 34.81380331711314, 135.494384765625, 34.822822727237025]",27205;27220,2,coverage_full,1,2026-06-28T20:01:29Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114868-Y51996,17,114868,51996,4,"[135.494384765625, 34.81380331711314, 135.50537109375, 34.822822727237025]",27205;27220,2,coverage_full,1,2026-06-28T20:01:39Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114872-Y51996,17,114872,51996,4,"[135.50537109375, 34.81380331711314, 135.516357421875, 34.822822727237025]",27205;27220,2,coverage_full,1,2026-06-28T20:01:49Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114876-Y51996,17,114876,51996,4,"[135.516357421875, 34.81380331711314, 135.52734375, 34.822822727237025]",27205;27220,2,coverage_full,1,2026-06-28T20:01:59Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114880-Y51996,17,114880,51996,4,"[135.52734375, 34.81380331711314, 135.538330078125, 34.822822727237025]",27205;27220,2,coverage_full,1,2026-06-28T20:02:09Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114884-Y51996,17,114884,51996,4,"[135.538330078125, 34.81380331711314, 135.54931640625, 34.822822727237025]",27205,1,coverage_full,1,2026-06-28T20:02:19Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114888-Y51996,17,114888,51996,4,"[135.54931640625, 34.81380331711314, 135.560302734375, 34.822822727237025]",27205,1,coverage_full,1,2026-06-28T20:02:29Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114848-Y52000,17,114848,52000,4,"[135.439453125, 34.80478291957242, 135.450439453125, 34.81380331711314]",27220,1,coverage_full,1,2026-06-28T20:02:39Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114852-Y52000,17,114852,52000,4,"[135.450439453125, 34.80478291957242, 135.46142578125, 34.81380331711314]",27220,1,coverage_full,1,2026-06-28T20:02:49Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114856-Y52000,17,114856,52000,4,"[135.46142578125, 34.80478291957242, 135.472412109375, 34.81380331711314]",27220,1,coverage_full,1,2026-06-29T00:18:58Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114860-Y52000,17,114860,52000,4,"[135.472412109375, 34.80478291957242, 135.4833984375, 34.81380331711314]",27220,1,coverage_full,1,2026-06-29T00:19:10Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114864-Y52000,17,114864,52000,4,"[135.4833984375, 34.80478291957242, 135.494384765625, 34.81380331711314]",27220,1,coverage_full,1,2026-06-29T00:19:23Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114868-Y52000,17,114868,52000,4,"[135.494384765625, 34.80478291957242, 135.50537109375, 34.81380331711314]",27205;27220,2,coverage_full,1,2026-06-29T00:19:35Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114872-Y52000,17,114872,52000,4,"[135.50537109375, 34.80478291957242, 135.516357421875, 34.81380331711314]",27205,1,coverage_full,1,2026-06-29T00:19:49Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114876-Y52000,17,114876,52000,4,"[135.516357421875, 34.80478291957242, 135.52734375, 34.81380331711314]",27205,1,coverage_full,1,2026-06-29T00:20:02Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114880-Y52000,17,114880,52000,4,"[135.52734375, 34.80478291957242, 135.538330078125, 34.81380331711314]",27205,1,coverage_full,1,2026-06-29T00:20:15Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114884-Y52000,17,114884,52000,4,"[135.538330078125, 34.80478291957242, 135.54931640625, 34.81380331711314]",27205,1,coverage_full,1,2026-06-29T00:20:27Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114888-Y52000,17,114888,52000,4,"[135.54931640625, 34.80478291957242, 135.560302734375, 34.81380331711314]",27205,1,coverage_full,1,2026-06-29T00:20:39Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114892-Y52000,17,114892,52000,4,"[135.560302734375, 34.80478291957242, 135.5712890625, 34.81380331711314]",27205,1,coverage_full,1,2026-06-29T00:20:52Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114848-Y52004,17,114848,52004,4,"[135.439453125, 34.79576153473033, 135.450439453125, 34.80478291957242]",27220,1,coverage_full,1,2026-06-29T00:21:04Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114852-Y52004,17,114852,52004,4,"[135.450439453125, 34.79576153473033, 135.46142578125, 34.80478291957242]",27220,1,coverage_full,1,2026-06-29T00:21:16Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114864-Y52004,17,114864,52004,4,"[135.4833984375, 34.79576153473033, 135.494384765625, 34.80478291957242]",27205,1,coverage_full,1,2026-06-29T00:21:29Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114868-Y52004,17,114868,52004,4,"[135.494384765625, 34.79576153473033, 135.50537109375, 34.80478291957242]",27205,1,coverage_full,1,2026-06-29T00:21:41Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114872-Y52004,17,114872,52004,4,"[135.50537109375, 34.79576153473033, 135.516357421875, 34.80478291957242]",27205,1,coverage_full,1,2026-06-29T00:21:53Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114876-Y52004,17,114876,52004,4,"[135.516357421875, 34.79576153473033, 135.52734375, 34.80478291957242]",27205,1,coverage_full,1,2026-06-29T00:22:06Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114880-Y52004,17,114880,52004,4,"[135.52734375, 34.79576153473033, 135.538330078125, 34.80478291957242]",27205,1,coverage_full,1,2026-06-29T00:22:18Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114884-Y52004,17,114884,52004,4,"[135.538330078125, 34.79576153473033, 135.54931640625, 34.80478291957242]",27205,1,coverage_full,1,2026-06-29T00:22:31Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114888-Y52004,17,114888,52004,4,"[135.54931640625, 34.79576153473033, 135.560302734375, 34.80478291957242]",27205,1,coverage_full,1,2026-06-29T00:22:43Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114892-Y52004,17,114892,52004,4,"[135.560302734375, 34.79576153473033, 135.5712890625, 34.80478291957242]",27205,1,coverage_full,1,2026-06-29T00:22:56Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114908-Y52004,17,114908,52004,4,"[135.604248046875, 34.79576153473033, 135.615234375, 34.80478291957242]",27215,1,coverage_full,1,2026-06-29T00:23:09Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114912-Y52004,17,114912,52004,4,"[135.615234375, 34.79576153473033, 135.626220703125, 34.80478291957242]",27215,1,coverage_full,1,2026-06-29T00:23:21Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114916-Y52004,17,114916,52004,4,"[135.626220703125, 34.79576153473033, 135.63720703125, 34.80478291957242]",27215,1,coverage_full,1,2026-06-29T00:23:34Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114864-Y52008,17,114864,52008,4,"[135.4833984375, 34.78673916270252, 135.494384765625, 34.79576153473033]",27205,1,coverage_full,1,2026-06-29T00:23:47Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114868-Y52008,17,114868,52008,4,"[135.494384765625, 34.78673916270252, 135.50537109375, 34.79576153473033]",27205,1,coverage_full,1,2026-06-29T14:54:57Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114872-Y52008,17,114872,52008,4,"[135.50537109375, 34.78673916270252, 135.516357421875, 34.79576153473033]",27205,1,coverage_full,1,2026-06-29T14:55:06Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114876-Y52008,17,114876,52008,4,"[135.516357421875, 34.78673916270252, 135.52734375, 34.79576153473033]",27205,1,coverage_full,1,2026-06-29T14:55:16Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114880-Y52008,17,114880,52008,4,"[135.52734375, 34.78673916270252, 135.538330078125, 34.79576153473033]",27205,1,coverage_full,1,2026-06-29T14:55:25Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114884-Y52008,17,114884,52008,4,"[135.538330078125, 34.78673916270252, 135.54931640625, 34.79576153473033]",27205,1,coverage_full,1,2026-06-29T14:55:35Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114888-Y52008,17,114888,52008,4,"[135.54931640625, 34.78673916270252, 135.560302734375, 34.79576153473033]",27205,1,coverage_full,1,2026-06-29T14:55:44Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114904-Y52008,17,114904,52008,4,"[135.59326171875, 34.78673916270252, 135.604248046875, 34.79576153473033]",27215,1,coverage_full,1,2026-06-29T14:55:54Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114908-Y52008,17,114908,52008,4,"[135.604248046875, 34.78673916270252, 135.615234375, 34.79576153473033]",27215,1,coverage_full,1,2026-06-29T14:56:03Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114912-Y52008,17,114912,52008,4,"[135.615234375, 34.78673916270252, 135.626220703125, 34.79576153473033]",27215,1,coverage_full,1,2026-06-29T14:56:13Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114916-Y52008,17,114916,52008,4,"[135.626220703125, 34.78673916270252, 135.63720703125, 34.79576153473033]",27215,1,coverage_full,1,2026-06-29T14:56:22Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114920-Y52008,17,114920,52008,4,"[135.63720703125, 34.78673916270252, 135.648193359375, 34.79576153473033]",27215,1,coverage_full,1,2026-06-29T14:56:32Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114924-Y52008,17,114924,52008,4,"[135.648193359375, 34.78673916270252, 135.6591796875, 34.79576153473033]",27215,1,coverage_full,1,2026-06-29T14:56:41Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114864-Y52012,17,114864,52012,4,"[135.4833984375, 34.77771580360469, 135.494384765625, 34.78673916270252]",27205,1,coverage_full,1,2026-06-29T14:56:51Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114868-Y52012,17,114868,52012,4,"[135.494384765625, 34.77771580360469, 135.50537109375, 34.78673916270252]",27205,1,coverage_full,1,2026-06-29T14:57:00Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114872-Y52012,17,114872,52012,4,"[135.50537109375, 34.77771580360469, 135.516357421875, 34.78673916270252]",27205,1,coverage_full,1,2026-06-29T14:57:10Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114876-Y52012,17,114876,52012,4,"[135.516357421875, 34.77771580360469, 135.52734375, 34.78673916270252]",27205,1,coverage_full,1,2026-06-29T14:57:19Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114880-Y52012,17,114880,52012,4,"[135.52734375, 34.77771580360469, 135.538330078125, 34.78673916270252]",27205,1,coverage_full,1,2026-06-29T14:57:29Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114884-Y52012,17,114884,52012,4,"[135.538330078125, 34.77771580360469, 135.54931640625, 34.78673916270252]",27205,1,coverage_full,1,2026-06-29T14:57:38Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114888-Y52012,17,114888,52012,4,"[135.54931640625, 34.77771580360469, 135.560302734375, 34.78673916270252]",27205,1,coverage_full,1,2026-06-29T14:57:48Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114900-Y52012,17,114900,52012,4,"[135.582275390625, 34.77771580360469, 135.59326171875, 34.78673916270252]",27215,1,coverage_full,1,2026-06-29T14:57:57Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114904-Y52012,17,114904,52012,4,"[135.59326171875, 34.77771580360469, 135.604248046875, 34.78673916270252]",27215,1,coverage_full,1,2026-06-29T14:58:07Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114908-Y52012,17,114908,52012,4,"[135.604248046875, 34.77771580360469, 135.615234375, 34.78673916270252]",27215,1,coverage_full,1,2026-06-29T14:58:16Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114912-Y52012,17,114912,52012,4,"[135.615234375, 34.77771580360469, 135.626220703125, 34.78673916270252]",27215,1,coverage_full,1,2026-06-29T14:58:26Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114916-Y52012,17,114916,52012,4,"[135.626220703125, 34.77771580360469, 135.63720703125, 34.78673916270252]",27215,1,coverage_full,1,2026-06-29T14:58:35Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114920-Y52012,17,114920,52012,4,"[135.63720703125, 34.77771580360469, 135.648193359375, 34.78673916270252]",27215,1,coverage_full,1,2026-06-29T21:11:47Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114924-Y52012,17,114924,52012,4,"[135.648193359375, 34.77771580360469, 135.6591796875, 34.78673916270252]",27215,1,coverage_full,1,2026-06-29T21:11:56Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114928-Y52012,17,114928,52012,4,"[135.6591796875, 34.77771580360469, 135.670166015625, 34.78673916270252]",27215,1,coverage_full,1,2026-06-29T21:12:04Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114860-Y52016,17,114860,52016,4,"[135.472412109375, 34.768691457552706, 135.4833984375, 34.77771580360469]",27205,1,coverage_full,1,2026-06-29T21:12:13Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114864-Y52016,17,114864,52016,4,"[135.4833984375, 34.768691457552706, 135.494384765625, 34.77771580360469]",27205,1,coverage_full,1,2026-06-29T21:12:22Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114868-Y52016,17,114868,52016,4,"[135.494384765625, 34.768691457552706, 135.50537109375, 34.77771580360469]",27205,1,coverage_full,1,2026-06-29T21:12:31Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114872-Y52016,17,114872,52016,4,"[135.50537109375, 34.768691457552706, 135.516357421875, 34.77771580360469]",27205,1,coverage_full,1,2026-06-29T21:12:40Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114876-Y52016,17,114876,52016,4,"[135.516357421875, 34.768691457552706, 135.52734375, 34.77771580360469]",27205,1,coverage_full,1,2026-06-29T21:12:49Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114880-Y52016,17,114880,52016,4,"[135.52734375, 34.768691457552706, 135.538330078125, 34.77771580360469]",27114;27205,2,coverage_full,1,2026-06-29T21:12:59Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114884-Y52016,17,114884,52016,4,"[135.538330078125, 34.768691457552706, 135.54931640625, 34.77771580360469]",27114;27205,2,coverage_full,1,2026-06-29T21:13:08Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114888-Y52016,17,114888,52016,4,"[135.54931640625, 34.768691457552706, 135.560302734375, 34.77771580360469]",27114;27205,2,coverage_full,1,2026-06-29T21:13:17Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114896-Y52016,17,114896,52016,4,"[135.5712890625, 34.768691457552706, 135.582275390625, 34.77771580360469]",27209;27215,2,coverage_full,1,2026-06-29T21:13:26Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114900-Y52016,17,114900,52016,4,"[135.582275390625, 34.768691457552706, 135.59326171875, 34.77771580360469]",27209;27215,2,coverage_full,1,2026-06-29T21:13:34Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114904-Y52016,17,114904,52016,4,"[135.59326171875, 34.768691457552706, 135.604248046875, 34.77771580360469]",27209;27215,2,coverage_full,1,2026-06-29T21:13:43Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114908-Y52016,17,114908,52016,4,"[135.604248046875, 34.768691457552706, 135.615234375, 34.77771580360469]",27215,1,coverage_full,1,2026-06-29T21:13:52Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114912-Y52016,17,114912,52016,4,"[135.615234375, 34.768691457552706, 135.626220703125, 34.77771580360469]",27215,1,coverage_full,1,2026-06-29T21:14:01Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114916-Y52016,17,114916,52016,4,"[135.626220703125, 34.768691457552706, 135.63720703125, 34.77771580360469]",27215,1,coverage_full,1,2026-06-29T21:14:11Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114920-Y52016,17,114920,52016,4,"[135.63720703125, 34.768691457552706, 135.648193359375, 34.77771580360469]",27215,1,coverage_full,1,2026-06-29T21:14:19Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114924-Y52016,17,114924,52016,4,"[135.648193359375, 34.768691457552706, 135.6591796875, 34.77771580360469]",27215,1,coverage_full,1,2026-06-29T21:14:28Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114928-Y52016,17,114928,52016,4,"[135.6591796875, 34.768691457552706, 135.670166015625, 34.77771580360469]",27215,1,coverage_full,1,2026-06-29T21:14:37Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114860-Y52020,17,114860,52020,4,"[135.472412109375, 34.75966612466249, 135.4833984375, 34.768691457552706]",27205,1,coverage_full,1,2026-06-29T21:14:47Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114864-Y52020,17,114864,52020,4,"[135.4833984375, 34.75966612466249, 135.494384765625, 34.768691457552706]",27205,1,coverage_full,1,2026-06-29T21:14:55Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114868-Y52020,17,114868,52020,4,"[135.494384765625, 34.75966612466249, 135.50537109375, 34.768691457552706]",27205,1,coverage_full,1,2026-06-29T21:15:04Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114872-Y52020,17,114872,52020,4,"[135.50537109375, 34.75966612466249, 135.516357421875, 34.768691457552706]",27205,1,coverage_full,1,2026-06-29T21:15:13Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114876-Y52020,17,114876,52020,4,"[135.516357421875, 34.75966612466249, 135.52734375, 34.768691457552706]",27114;27205,2,coverage_full,1,2026-06-30T08:47:29Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114880-Y52020,17,114880,52020,4,"[135.52734375, 34.75966612466249, 135.538330078125, 34.768691457552706]",27114;27205,2,coverage_full,1,2026-06-30T08:47:41Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114884-Y52020,17,114884,52020,4,"[135.538330078125, 34.75966612466249, 135.54931640625, 34.768691457552706]",27114;27205,2,coverage_full,1,2026-06-30T08:47:54Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114888-Y52020,17,114888,52020,4,"[135.54931640625, 34.75966612466249, 135.560302734375, 34.768691457552706]",27114;27205;27209,3,coverage_full,1,2026-06-30T08:48:07Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114892-Y52020,17,114892,52020,4,"[135.560302734375, 34.75966612466249, 135.5712890625, 34.768691457552706]",27114;27209,2,coverage_full,1,2026-06-30T08:48:19Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114896-Y52020,17,114896,52020,4,"[135.5712890625, 34.75966612466249, 135.582275390625, 34.768691457552706]",27209;27215,2,coverage_full,1,2026-06-30T08:48:32Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114900-Y52020,17,114900,52020,4,"[135.582275390625, 34.75966612466249, 135.59326171875, 34.768691457552706]",27209;27215,2,coverage_full,1,2026-06-30T08:48:44Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114904-Y52020,17,114904,52020,4,"[135.59326171875, 34.75966612466249, 135.604248046875, 34.768691457552706]",27209;27215,2,coverage_full,1,2026-06-30T08:48:57Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114908-Y52020,17,114908,52020,4,"[135.604248046875, 34.75966612466249, 135.615234375, 34.768691457552706]",27209;27215,2,coverage_full,1,2026-06-30T08:49:10Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114912-Y52020,17,114912,52020,4,"[135.615234375, 34.75966612466249, 135.626220703125, 34.768691457552706]",27215,1,coverage_full,1,2026-06-30T08:49:23Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114916-Y52020,17,114916,52020,4,"[135.626220703125, 34.75966612466249, 135.63720703125, 34.768691457552706]",27215,1,coverage_full,1,2026-06-30T08:49:35Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114920-Y52020,17,114920,52020,4,"[135.63720703125, 34.75966612466249, 135.648193359375, 34.768691457552706]",27215,1,coverage_full,1,2026-06-30T08:49:48Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114924-Y52020,17,114924,52020,4,"[135.648193359375, 34.75966612466249, 135.6591796875, 34.768691457552706]",27215,1,coverage_partial,1,2026-06-30T08:50:00Z,available=15; no_source=1; total=16,not_started,,,,,not_requested
OHG-Z17-X114928-Y52020,17,114928,52020,4,"[135.6591796875, 34.75966612466249, 135.670166015625, 34.768691457552706]",27215,1,coverage_partial,1,2026-06-30T08:50:11Z,available=10; no_source=6; total=16,not_started,,,,,not_requested
OHG-Z17-X114860-Y52024,17,114860,52024,4,"[135.472412109375, 34.7506398050501, 135.4833984375, 34.75966612466249]",27123;27205,2,coverage_full,1,2026-06-30T08:50:23Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114864-Y52024,17,114864,52024,4,"[135.4833984375, 34.7506398050501, 135.494384765625, 34.75966612466249]",27123;27205,2,coverage_full,1,2026-06-30T08:50:41Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114868-Y52024,17,114868,52024,4,"[135.494384765625, 34.7506398050501, 135.50537109375, 34.75966612466249]",27123;27205,2,coverage_full,1,2026-06-30T08:50:53Z,available=16/16,not_started,,,,,not_requested
OHG-Z17-X114872-Y52024,17,114872,52024,4,"[135.50537109375, 34.7506398050501, 135.516357421875, 34.75966612466249]",27114;27123;27205,3,coverage_full,1,2026-06-30T08:51:06Z,available=16/16,not_started,,,,,not_requested
