scan_cell_id,z,x0,y0,cell_tiles,bbox_wgs84,scope_unit_codes,scope_unit_count,coverage_status,coverage_attempt_count,coverage_checked_utc,coverage_note,last_run_id
OHG-Z17-X114876-Y52024,17,114876,52024,4,"[135.516357421875, 34.7506398050501, 135.52734375, 34.75966612466249]",27114;27205,2,coverage_full,1,2026-06-28T15:10:37Z,available=16/16,28326423629
OHG-Z17-X114880-Y52024,17,114880,52024,4,"[135.52734375, 34.7506398050501, 135.538330078125, 34.75966612466249]",27114;27205,2,coverage_full,1,2026-06-28T15:10:49Z,available=16/16,28326423629
OHG-Z17-X114884-Y52024,17,114884,52024,4,"[135.538330078125, 34.7506398050501, 135.54931640625, 34.75966612466249]",27114;27205,2,coverage_full,1,2026-06-28T15:11:00Z,available=16/16,28326423629
OHG-Z17-X114888-Y52024,17,114888,52024,4,"[135.54931640625, 34.7506398050501, 135.560302734375, 34.75966612466249]",27114;27117;27209,3,coverage_full,1,2026-06-28T15:11:12Z,available=16/16,28326423629
OHG-Z17-X114892-Y52024,17,114892,52024,4,"[135.560302734375, 34.7506398050501, 135.5712890625, 34.75966612466249]",27114;27209,2,coverage_full,1,2026-06-28T15:11:23Z,available=16/16,28326423629
OHG-Z17-X114896-Y52024,17,114896,52024,4,"[135.5712890625, 34.7506398050501, 135.582275390625, 34.75966612466249]",27209;27223,2,coverage_full,1,2026-06-28T15:11:35Z,available=16/16,28326423629
OHG-Z17-X114900-Y52024,17,114900,52024,4,"[135.582275390625, 34.7506398050501, 135.59326171875, 34.75966612466249]",27209;27215;27223,3,coverage_full,1,2026-06-28T15:11:47Z,available=16/16,28326423629
OHG-Z17-X114904-Y52024,17,114904,52024,4,"[135.59326171875, 34.7506398050501, 135.604248046875, 34.75966612466249]",27209;27215;27223,3,coverage_full,1,2026-06-28T15:11:59Z,available=16/16,28326423629
OHG-Z17-X114908-Y52024,17,114908,52024,4,"[135.604248046875, 34.7506398050501, 135.615234375, 34.75966612466249]",27209;27215;27223,3,coverage_full,1,2026-06-28T15:12:10Z,available=16/16,28326423629
OHG-Z17-X114912-Y52024,17,114912,52024,4,"[135.615234375, 34.7506398050501, 135.626220703125, 34.75966612466249]",27215;27223,2,coverage_full,1,2026-06-28T15:12:23Z,available=16/16,28326423629
OHG-Z17-X114916-Y52024,17,114916,52024,4,"[135.626220703125, 34.7506398050501, 135.63720703125, 34.75966612466249]",27215,1,coverage_full,1,2026-06-28T15:12:34Z,available=16/16,28326423629
OHG-Z17-X114920-Y52024,17,114920,52024,4,"[135.63720703125, 34.7506398050501, 135.648193359375, 34.75966612466249]",27215,1,coverage_full,1,2026-06-28T15:12:46Z,available=16/16,28326423629
OHG-Z17-X114924-Y52024,17,114924,52024,4,"[135.648193359375, 34.7506398050501, 135.6591796875, 34.75966612466249]",27215,1,coverage_partial,1,2026-06-28T15:12:57Z,available=12; no_source=4; total=16,28326423629
OHG-Z17-X114928-Y52024,17,114928,52024,4,"[135.6591796875, 34.7506398050501, 135.670166015625, 34.75966612466249]",27215,1,no_source_coverage,1,2026-06-28T15:13:06Z,no_source=16/16,28326423629
OHG-Z17-X114860-Y52028,17,114860,52028,4,"[135.472412109375, 34.74161249883172, 135.4833984375, 34.7506398050501]",27123;27205,2,coverage_full,1,2026-06-28T15:13:18Z,available=16/16,28326423629
OHG-Z17-X114864-Y52028,17,114864,52028,4,"[135.4833984375, 34.74161249883172, 135.494384765625, 34.7506398050501]",27123;27205,2,coverage_full,1,2026-06-28T15:13:30Z,available=16/16,28326423629
OHG-Z17-X114868-Y52028,17,114868,52028,4,"[135.494384765625, 34.74161249883172, 135.50537109375, 34.7506398050501]",27114;27123;27205,3,coverage_full,1,2026-06-28T15:13:41Z,available=16/16,28326423629
OHG-Z17-X114872-Y52028,17,114872,52028,4,"[135.50537109375, 34.74161249883172, 135.516357421875, 34.7506398050501]",27114;27123;27205,3,coverage_full,1,2026-06-28T15:13:53Z,available=16/16,28326423629
OHG-Z17-X114876-Y52028,17,114876,52028,4,"[135.516357421875, 34.74161249883172, 135.52734375, 34.7506398050501]",27114;27205,2,coverage_full,1,2026-06-28T15:14:05Z,available=16/16,28326423629
OHG-Z17-X114880-Y52028,17,114880,52028,4,"[135.52734375, 34.74161249883172, 135.538330078125, 34.7506398050501]",27114;27205,2,coverage_full,1,2026-06-28T15:14:17Z,available=16/16,28326423629
OHG-Z17-X114884-Y52028,17,114884,52028,4,"[135.538330078125, 34.74161249883172, 135.54931640625, 34.7506398050501]",27114;27117,2,coverage_full,1,2026-06-28T15:14:28Z,available=16/16,28326423629
OHG-Z17-X114888-Y52028,17,114888,52028,4,"[135.54931640625, 34.74161249883172, 135.560302734375, 34.7506398050501]",27114;27117;27209,3,coverage_full,1,2026-06-28T15:14:40Z,available=16/16,28326423629
OHG-Z17-X114892-Y52028,17,114892,52028,4,"[135.560302734375, 34.74161249883172, 135.5712890625, 34.7506398050501]",27114;27117;27209;27223,4,coverage_full,1,2026-06-28T15:14:52Z,available=16/16,28326423629
OHG-Z17-X114896-Y52028,17,114896,52028,4,"[135.5712890625, 34.74161249883172, 135.582275390625, 34.7506398050501]",27209;27223,2,coverage_full,1,2026-06-28T15:15:04Z,available=16/16,28326423629
OHG-Z17-X114900-Y52028,17,114900,52028,4,"[135.582275390625, 34.74161249883172, 135.59326171875, 34.7506398050501]",27209;27223,2,coverage_full,1,2026-06-28T15:15:15Z,available=16/16,28326423629
OHG-Z17-X114904-Y52028,17,114904,52028,4,"[135.59326171875, 34.74161249883172, 135.604248046875, 34.7506398050501]",27209;27215;27223,3,coverage_full,1,2026-06-28T15:15:27Z,available=16/16,28326423629
OHG-Z17-X114908-Y52028,17,114908,52028,4,"[135.604248046875, 34.74161249883172, 135.615234375, 34.7506398050501]",27209;27215;27223,3,coverage_full,1,2026-06-28T15:15:39Z,available=16/16,28326423629
OHG-Z17-X114912-Y52028,17,114912,52028,4,"[135.615234375, 34.74161249883172, 135.626220703125, 34.7506398050501]",27215;27223,2,coverage_full,1,2026-06-28T15:15:51Z,available=16/16,28326423629
OHG-Z17-X114916-Y52028,17,114916,52028,4,"[135.626220703125, 34.74161249883172, 135.63720703125, 34.7506398050501]",27215;27223,2,coverage_full,1,2026-06-28T15:16:02Z,available=16/16,28326423629
OHG-Z17-X114920-Y52028,17,114920,52028,4,"[135.63720703125, 34.74161249883172, 135.648193359375, 34.7506398050501]",27215,1,coverage_full,1,2026-06-28T15:16:15Z,available=16/16,28326423629
OHG-Z17-X114924-Y52028,17,114924,52028,4,"[135.648193359375, 34.74161249883172, 135.6591796875, 34.7506398050501]",27215,1,coverage_partial,1,2026-06-28T20:42:22Z,available=12; no_source=4; total=16,28335355244
OHG-Z17-X114928-Y52028,17,114928,52028,4,"[135.6591796875, 34.74161249883172, 135.670166015625, 34.7506398050501]",27215,1,coverage_partial,1,2026-06-28T20:42:33Z,available=6; no_source=10; total=16,28335355244
OHG-Z17-X114848-Y52032,17,114848,52032,4,"[135.439453125, 34.732584206123626, 135.450439453125, 34.74161249883172]",27113;27123,2,coverage_full,1,2026-06-28T20:42:45Z,available=16/16,28335355244
OHG-Z17-X114852-Y52032,17,114852,52032,4,"[135.450439453125, 34.732584206123626, 135.46142578125, 34.74161249883172]",27113;27123,2,coverage_full,1,2026-06-28T20:42:57Z,available=16/16,28335355244
OHG-Z17-X114856-Y52032,17,114856,52032,4,"[135.46142578125, 34.732584206123626, 135.472412109375, 34.74161249883172]",27123,1,coverage_full,1,2026-06-28T20:43:10Z,available=16/16,28335355244
OHG-Z17-X114860-Y52032,17,114860,52032,4,"[135.472412109375, 34.732584206123626, 135.4833984375, 34.74161249883172]",27123,1,coverage_full,1,2026-06-28T20:43:22Z,available=16/16,28335355244
OHG-Z17-X114864-Y52032,17,114864,52032,4,"[135.4833984375, 34.732584206123626, 135.494384765625, 34.74161249883172]",27123,1,coverage_full,1,2026-06-28T20:43:35Z,available=16/16,28335355244
OHG-Z17-X114868-Y52032,17,114868,52032,4,"[135.494384765625, 34.732584206123626, 135.50537109375, 34.74161249883172]",27114;27123;27205,3,coverage_full,1,2026-06-28T20:43:46Z,available=16/16,28335355244
OHG-Z17-X114872-Y52032,17,114872,52032,4,"[135.50537109375, 34.732584206123626, 135.516357421875, 34.74161249883172]",27102;27114;27123;27205,4,coverage_full,1,2026-06-28T20:43:58Z,available=16/16,28335355244
OHG-Z17-X114876-Y52032,17,114876,52032,4,"[135.516357421875, 34.732584206123626, 135.52734375, 34.74161249883172]",27102;27114;27117,3,coverage_full,1,2026-06-28T20:44:11Z,available=16/16,28335355244
OHG-Z17-X114880-Y52032,17,114880,52032,4,"[135.52734375, 34.732584206123626, 135.538330078125, 34.74161249883172]",27102;27114;27117,3,coverage_full,1,2026-06-28T20:44:23Z,available=16/16,28335355244
OHG-Z17-X114884-Y52032,17,114884,52032,4,"[135.538330078125, 34.732584206123626, 135.54931640625, 34.74161249883172]",27114;27117;27209,3,coverage_full,1,2026-06-28T20:44:35Z,available=16/16,28335355244
OHG-Z17-X114888-Y52032,17,114888,52032,4,"[135.54931640625, 34.732584206123626, 135.560302734375, 34.74161249883172]",27114;27117;27209,3,coverage_full,1,2026-06-28T20:44:47Z,available=16/16,28335355244
OHG-Z17-X114892-Y52032,17,114892,52032,4,"[135.560302734375, 34.732584206123626, 135.5712890625, 34.74161249883172]",27114;27117;27209;27223,4,coverage_full,1,2026-06-28T20:44:59Z,available=16/16,28335355244
OHG-Z17-X114896-Y52032,17,114896,52032,4,"[135.5712890625, 34.732584206123626, 135.582275390625, 34.74161249883172]",27209;27223,2,coverage_full,1,2026-06-28T20:45:11Z,available=16/16,28335355244
OHG-Z17-X114900-Y52032,17,114900,52032,4,"[135.582275390625, 34.732584206123626, 135.59326171875, 34.74161249883172]",27209;27223,2,coverage_full,1,2026-06-28T20:45:23Z,available=16/16,28335355244
OHG-Z17-X114904-Y52032,17,114904,52032,4,"[135.59326171875, 34.732584206123626, 135.604248046875, 34.74161249883172]",27209;27223,2,coverage_full,1,2026-06-28T20:45:36Z,available=16/16,28335355244
OHG-Z17-X114908-Y52032,17,114908,52032,4,"[135.604248046875, 34.732584206123626, 135.615234375, 34.74161249883172]",27209;27215;27223,3,coverage_full,1,2026-06-28T20:45:47Z,available=16/16,28335355244
OHG-Z17-X114912-Y52032,17,114912,52032,4,"[135.615234375, 34.732584206123626, 135.626220703125, 34.74161249883172]",27215;27223,2,coverage_full,1,2026-06-28T20:46:00Z,available=16/16,28335355244
OHG-Z17-X114916-Y52032,17,114916,52032,4,"[135.626220703125, 34.732584206123626, 135.63720703125, 34.74161249883172]",27215;27223,2,coverage_full,1,2026-06-28T20:46:12Z,available=16/16,28335355244
OHG-Z17-X114920-Y52032,17,114920,52032,4,"[135.63720703125, 34.732584206123626, 135.648193359375, 34.74161249883172]",27215,1,coverage_full,1,2026-06-28T20:46:24Z,available=16/16,28335355244
OHG-Z17-X114924-Y52032,17,114924,52032,4,"[135.648193359375, 34.732584206123626, 135.6591796875, 34.74161249883172]",27215,1,coverage_full,1,2026-06-28T20:46:37Z,available=16/16,28335355244
OHG-Z17-X114928-Y52032,17,114928,52032,4,"[135.6591796875, 34.732584206123626, 135.670166015625, 34.74161249883172]",27215,1,coverage_partial,1,2026-06-28T20:46:48Z,available=12; no_source=4; total=16,28335355244
OHG-Z17-X114844-Y52036,17,114844,52036,4,"[135.428466796875, 34.723554927042194, 135.439453125, 34.732584206123626]",27113;27123,2,coverage_full,1,2026-06-28T20:47:01Z,available=16/16,28335355244
OHG-Z17-X114848-Y52036,17,114848,52036,4,"[135.439453125, 34.723554927042194, 135.450439453125, 34.732584206123626]",27113;27123,2,coverage_full,1,2026-06-28T20:47:13Z,available=16/16,28335355244
OHG-Z17-X114852-Y52036,17,114852,52036,4,"[135.450439453125, 34.723554927042194, 135.46142578125, 34.732584206123626]",27113;27123,2,coverage_full,1,2026-06-28T20:47:25Z,available=16/16,28335355244
OHG-Z17-X114856-Y52036,17,114856,52036,4,"[135.46142578125, 34.723554927042194, 135.472412109375, 34.732584206123626]",27113;27123,2,coverage_full,1,2026-06-28T20:47:37Z,available=16/16,28335355244
OHG-Z17-X114860-Y52036,17,114860,52036,4,"[135.472412109375, 34.723554927042194, 135.4833984375, 34.732584206123626]",27123,1,coverage_full,1,2026-06-28T20:47:49Z,available=16/16,28335355244
OHG-Z17-X114864-Y52036,17,114864,52036,4,"[135.4833984375, 34.723554927042194, 135.494384765625, 34.732584206123626]",27123;27127,2,coverage_full,1,2026-06-28T20:48:01Z,available=16/16,28335355244
OHG-Z17-X114868-Y52036,17,114868,52036,4,"[135.494384765625, 34.723554927042194, 135.50537109375, 34.732584206123626]",27114;27123;27127,3,coverage_full,1,2026-06-28T20:48:13Z,available=16/16,28335355244
OHG-Z17-X114872-Y52036,17,114872,52036,4,"[135.50537109375, 34.723554927042194, 135.516357421875, 34.732584206123626]",27102;27114;27123;27127,4,coverage_full,1,2026-06-28T20:48:26Z,available=16/16,28335355244
OHG-Z17-X114876-Y52036,17,114876,52036,4,"[135.516357421875, 34.723554927042194, 135.52734375, 34.732584206123626]",27102;27114;27117;27127,4,coverage_full,1,2026-06-28T20:48:38Z,available=16/16,28335355244
OHG-Z17-X114880-Y52036,17,114880,52036,4,"[135.52734375, 34.723554927042194, 135.538330078125, 34.732584206123626]",27102;27114;27117,3,coverage_full,1,2026-06-28T20:48:50Z,available=16/16,28335355244
OHG-Z17-X114884-Y52036,17,114884,52036,4,"[135.538330078125, 34.723554927042194, 135.54931640625, 34.732584206123626]",27102;27114;27117;27209,4,coverage_full,1,2026-06-28T20:49:03Z,available=16/16,28335355244
OHG-Z17-X114888-Y52036,17,114888,52036,4,"[135.54931640625, 34.723554927042194, 135.560302734375, 34.732584206123626]",27114;27117;27209,3,coverage_full,1,2026-06-28T20:49:15Z,available=16/16,28335355244
OHG-Z17-X114892-Y52036,17,114892,52036,4,"[135.560302734375, 34.723554927042194, 135.5712890625, 34.732584206123626]",27117;27209;27223,3,coverage_full,1,2026-06-28T20:49:28Z,available=16/16,28335355244
OHG-Z17-X114896-Y52036,17,114896,52036,4,"[135.5712890625, 34.723554927042194, 135.582275390625, 34.732584206123626]",27117;27124;27209;27223,4,coverage_full,1,2026-06-28T20:49:40Z,available=16/16,28335355244
OHG-Z17-X114900-Y52036,17,114900,52036,4,"[135.582275390625, 34.723554927042194, 135.59326171875, 34.732584206123626]",27124;27209;27223,3,coverage_full,1,2026-06-28T20:49:52Z,available=16/16,28335355244
OHG-Z17-X114904-Y52036,17,114904,52036,4,"[135.59326171875, 34.723554927042194, 135.604248046875, 34.732584206123626]",27223,1,coverage_full,1,2026-06-28T20:50:04Z,available=16/16,28335355244
OHG-Z17-X114908-Y52036,17,114908,52036,4,"[135.604248046875, 34.723554927042194, 135.615234375, 34.732584206123626]",27215;27223,2,coverage_full,1,2026-06-28T20:50:17Z,available=16/16,28335355244
OHG-Z17-X114912-Y52036,17,114912,52036,4,"[135.615234375, 34.723554927042194, 135.626220703125, 34.732584206123626]",27215;27223,2,coverage_full,1,2026-06-28T20:50:29Z,available=16/16,28335355244
OHG-Z17-X114916-Y52036,17,114916,52036,4,"[135.626220703125, 34.723554927042194, 135.63720703125, 34.732584206123626]",27215;27223,2,coverage_full,1,2026-06-28T20:50:41Z,available=16/16,28335355244
OHG-Z17-X114920-Y52036,17,114920,52036,4,"[135.63720703125, 34.723554927042194, 135.648193359375, 34.732584206123626]",27215,1,coverage_full,1,2026-06-28T20:50:53Z,available=16/16,28335355244
OHG-Z17-X114840-Y52040,17,114840,52040,4,"[135.41748046875, 34.71452466170393, 135.428466796875, 34.723554927042194]",27113,1,coverage_full,1,2026-06-28T20:51:06Z,available=16/16,28335355244
OHG-Z17-X114844-Y52040,17,114844,52040,4,"[135.428466796875, 34.71452466170393, 135.439453125, 34.723554927042194]",27113,1,coverage_full,1,2026-06-28T20:51:18Z,available=16/16,28335355244
OHG-Z17-X114848-Y52040,17,114848,52040,4,"[135.439453125, 34.71452466170393, 135.450439453125, 34.723554927042194]",27113;27123,2,coverage_full,1,2026-06-28T20:51:30Z,available=16/16,28335355244
OHG-Z17-X114852-Y52040,17,114852,52040,4,"[135.450439453125, 34.71452466170393, 135.46142578125, 34.723554927042194]",27113;27123,2,coverage_full,1,2026-06-28T20:51:42Z,available=16/16,28335355244
OHG-Z17-X114856-Y52040,17,114856,52040,4,"[135.46142578125, 34.71452466170393, 135.472412109375, 34.723554927042194]",27113;27123,2,coverage_full,1,2026-06-28T20:51:54Z,available=16/16,28335355244
OHG-Z17-X114860-Y52040,17,114860,52040,4,"[135.472412109375, 34.71452466170393, 135.4833984375, 34.723554927042194]",27113;27123;27127,3,coverage_full,1,2026-06-29T14:19:26Z,available=16/16,28378840370
OHG-Z17-X114864-Y52040,17,114864,52040,4,"[135.4833984375, 34.71452466170393, 135.494384765625, 34.723554927042194]",27123;27127,2,coverage_full,1,2026-06-29T14:19:38Z,available=16/16,28378840370
OHG-Z17-X114868-Y52040,17,114868,52040,4,"[135.494384765625, 34.71452466170393, 135.50537109375, 34.723554927042194]",27114;27123;27127,3,coverage_full,1,2026-06-29T14:19:50Z,available=16/16,28378840370
OHG-Z17-X114872-Y52040,17,114872,52040,4,"[135.50537109375, 34.71452466170393, 135.516357421875, 34.723554927042194]",27102;27114;27123;27127,4,coverage_full,1,2026-06-29T14:20:02Z,available=16/16,28378840370
OHG-Z17-X114876-Y52040,17,114876,52040,4,"[135.516357421875, 34.71452466170393, 135.52734375, 34.723554927042194]",27102;27114;27117;27127,4,coverage_full,1,2026-06-29T14:20:14Z,available=16/16,28378840370
OHG-Z17-X114880-Y52040,17,114880,52040,4,"[135.52734375, 34.71452466170393, 135.538330078125, 34.723554927042194]",27102;27117;27118;27127,4,coverage_full,1,2026-06-29T14:20:26Z,available=16/16,28378840370
OHG-Z17-X114884-Y52040,17,114884,52040,4,"[135.538330078125, 34.71452466170393, 135.54931640625, 34.723554927042194]",27102;27117;27118;27209,4,coverage_full,1,2026-06-29T14:20:38Z,available=16/16,28378840370
OHG-Z17-X114888-Y52040,17,114888,52040,4,"[135.54931640625, 34.71452466170393, 135.560302734375, 34.723554927042194]",27117;27118;27124;27209,4,coverage_full,1,2026-06-29T14:20:50Z,available=16/16,28378840370
OHG-Z17-X114892-Y52040,17,114892,52040,4,"[135.560302734375, 34.71452466170393, 135.5712890625, 34.723554927042194]",27117;27118;27124;27209,4,coverage_full,1,2026-06-29T14:21:02Z,available=16/16,28378840370
OHG-Z17-X114896-Y52040,17,114896,52040,4,"[135.5712890625, 34.71452466170393, 135.582275390625, 34.723554927042194]",27117;27124;27209;27223,4,coverage_full,1,2026-06-29T14:21:14Z,available=16/16,28378840370
OHG-Z17-X114900-Y52040,17,114900,52040,4,"[135.582275390625, 34.71452466170393, 135.59326171875, 34.723554927042194]",27124;27209;27223,3,coverage_full,1,2026-06-29T14:21:27Z,available=16/16,28378840370
OHG-Z17-X114904-Y52040,17,114904,52040,4,"[135.59326171875, 34.71452466170393, 135.604248046875, 34.723554927042194]",27124;27223,2,coverage_full,1,2026-06-29T14:21:39Z,available=16/16,28378840370
OHG-Z17-X114908-Y52040,17,114908,52040,4,"[135.604248046875, 34.71452466170393, 135.615234375, 34.723554927042194]",27124;27223,2,coverage_full,1,2026-06-29T14:21:51Z,available=16/16,28378840370
OHG-Z17-X114912-Y52040,17,114912,52040,4,"[135.615234375, 34.71452466170393, 135.626220703125, 34.723554927042194]",27215;27223,2,coverage_full,1,2026-06-29T14:22:03Z,available=16/16,28378840370
OHG-Z17-X114916-Y52040,17,114916,52040,4,"[135.626220703125, 34.71452466170393, 135.63720703125, 34.723554927042194]",27215;27223,2,coverage_full,1,2026-06-29T14:22:16Z,available=16/16,28378840370
OHG-Z17-X114920-Y52040,17,114920,52040,4,"[135.63720703125, 34.71452466170393, 135.648193359375, 34.723554927042194]",27215,1,coverage_full,1,2026-06-29T14:22:29Z,available=16/16,28378840370
OHG-Z17-X114836-Y52044,17,114836,52044,4,"[135.406494140625, 34.70549341022546, 135.41748046875, 34.71452466170393]",27113,1,coverage_full,1,2026-06-29T14:22:41Z,available=16/16,28378840370
OHG-Z17-X114840-Y52044,17,114840,52044,4,"[135.41748046875, 34.70549341022546, 135.428466796875, 34.71452466170393]",27113,1,coverage_full,1,2026-06-29T14:22:53Z,available=16/16,28378840370
OHG-Z17-X114844-Y52044,17,114844,52044,4,"[135.428466796875, 34.70549341022546, 135.439453125, 34.71452466170393]",27113,1,coverage_full,1,2026-06-29T14:23:06Z,available=16/16,28378840370
OHG-Z17-X114848-Y52044,17,114848,52044,4,"[135.439453125, 34.70549341022546, 135.450439453125, 34.71452466170393]",27113,1,coverage_full,1,2026-06-29T14:23:18Z,available=16/16,28378840370
OHG-Z17-X114852-Y52044,17,114852,52044,4,"[135.450439453125, 34.70549341022546, 135.46142578125, 34.71452466170393]",27103;27113;27123,3,coverage_full,1,2026-06-29T14:23:30Z,available=16/16,28378840370
OHG-Z17-X114856-Y52044,17,114856,52044,4,"[135.46142578125, 34.70549341022546, 135.472412109375, 34.71452466170393]",27103;27113;27123;27127,4,coverage_full,1,2026-06-29T14:23:42Z,available=16/16,28378840370
OHG-Z17-X114860-Y52044,17,114860,52044,4,"[135.472412109375, 34.70549341022546, 135.4833984375, 34.71452466170393]",27103;27113;27123;27127,4,coverage_full,1,2026-06-29T14:23:54Z,available=16/16,28378840370
OHG-Z17-X114864-Y52044,17,114864,52044,4,"[135.4833984375, 34.70549341022546, 135.494384765625, 34.71452466170393]",27103;27123;27127,3,coverage_full,1,2026-06-29T14:24:07Z,available=16/16,28378840370
OHG-Z17-X114868-Y52044,17,114868,52044,4,"[135.494384765625, 34.70549341022546, 135.50537109375, 34.71452466170393]",27103;27114;27123;27127,4,coverage_full,1,2026-06-29T14:24:20Z,available=16/16,28378840370
OHG-Z17-X114872-Y52044,17,114872,52044,4,"[135.50537109375, 34.70549341022546, 135.516357421875, 34.71452466170393]",27102;27114;27123;27127,4,coverage_full,1,2026-06-29T14:24:32Z,available=16/16,28378840370
OHG-Z17-X114876-Y52044,17,114876,52044,4,"[135.516357421875, 34.70549341022546, 135.52734375, 34.71452466170393]",27102;27127,2,coverage_full,1,2026-06-29T14:24:44Z,available=16/16,28378840370
OHG-Z17-X114880-Y52044,17,114880,52044,4,"[135.52734375, 34.70549341022546, 135.538330078125, 34.71452466170393]",27102;27117;27118;27127,4,coverage_full,1,2026-06-29T14:24:55Z,available=16/16,28378840370
OHG-Z17-X114884-Y52044,17,114884,52044,4,"[135.538330078125, 34.70549341022546, 135.54931640625, 34.71452466170393]",27102;27117;27118,3,coverage_full,1,2026-06-29T14:25:08Z,available=16/16,28378840370
OHG-Z17-X114888-Y52044,17,114888,52044,4,"[135.54931640625, 34.70549341022546, 135.560302734375, 34.71452466170393]",27117;27118;27124,3,coverage_full,1,2026-06-29T14:25:19Z,available=16/16,28378840370
OHG-Z17-X114892-Y52044,17,114892,52044,4,"[135.560302734375, 34.70549341022546, 135.5712890625, 34.71452466170393]",27117;27118;27124;27209,4,coverage_full,1,2026-06-29T14:25:31Z,available=16/16,28378840370
OHG-Z17-X114896-Y52044,17,114896,52044,4,"[135.5712890625, 34.70549341022546, 135.582275390625, 34.71452466170393]",27117;27124;27209;27223,4,coverage_full,1,2026-06-29T14:25:44Z,available=16/16,28378840370
OHG-Z17-X114900-Y52044,17,114900,52044,4,"[135.582275390625, 34.70549341022546, 135.59326171875, 34.71452466170393]",27124;27209;27223;27227,4,coverage_full,1,2026-06-29T14:25:56Z,available=16/16,28378840370
OHG-Z17-X114904-Y52044,17,114904,52044,4,"[135.59326171875, 34.70549341022546, 135.604248046875, 34.71452466170393]",27124;27223;27227,3,coverage_full,1,2026-06-29T14:26:08Z,available=16/16,28378840370
OHG-Z17-X114908-Y52044,17,114908,52044,4,"[135.604248046875, 34.70549341022546, 135.615234375, 34.71452466170393]",27124;27223;27227,3,coverage_full,1,2026-06-29T14:26:21Z,available=16/16,28378840370
OHG-Z17-X114912-Y52044,17,114912,52044,4,"[135.615234375, 34.70549341022546, 135.626220703125, 34.71452466170393]",27223;27227,2,coverage_full,1,2026-06-29T14:26:33Z,available=16/16,28378840370
OHG-Z17-X114916-Y52044,17,114916,52044,4,"[135.626220703125, 34.70549341022546, 135.63720703125, 34.71452466170393]",27227,1,coverage_full,1,2026-06-29T14:26:45Z,available=16/16,28378840370
OHG-Z17-X114920-Y52044,17,114920,52044,4,"[135.63720703125, 34.70549341022546, 135.648193359375, 34.71452466170393]",27227,1,coverage_full,1,2026-06-29T14:26:57Z,available=16/16,28378840370
OHG-Z17-X114924-Y52044,17,114924,52044,4,"[135.648193359375, 34.70549341022546, 135.6591796875, 34.71452466170393]",27227,1,coverage_partial,1,2026-06-29T14:27:09Z,available=12; no_source=4; total=16,28378840370
OHG-Z17-X114928-Y52044,17,114928,52044,4,"[135.6591796875, 34.70549341022546, 135.670166015625, 34.71452466170393]",27227,1,no_source_coverage,1,2026-06-29T14:27:18Z,no_source=16/16,28378840370
OHG-Z17-X114932-Y52044,17,114932,52044,4,"[135.670166015625, 34.70549341022546, 135.68115234375, 34.71452466170393]",27227,1,no_source_coverage,1,2026-06-29T14:27:27Z,no_source=16/16,28378840370
OHG-Z17-X114832-Y52048,17,114832,52048,4,"[135.3955078125, 34.69646117272348, 135.406494140625, 34.70549341022546]",27113,1,coverage_full,1,2026-06-29T14:27:40Z,available=16/16,28378840370
OHG-Z17-X114836-Y52048,17,114836,52048,4,"[135.406494140625, 34.69646117272348, 135.41748046875, 34.70549341022546]",27113,1,coverage_full,1,2026-06-29T14:27:52Z,available=16/16,28378840370
OHG-Z17-X114840-Y52048,17,114840,52048,4,"[135.41748046875, 34.69646117272348, 135.428466796875, 34.70549341022546]",27113,1,coverage_full,1,2026-06-29T14:28:04Z,available=16/16,28378840370
OHG-Z17-X114844-Y52048,17,114844,52048,4,"[135.428466796875, 34.69646117272348, 135.439453125, 34.70549341022546]",27113,1,coverage_full,1,2026-06-29T14:28:16Z,available=16/16,28378840370
OHG-Z17-X114848-Y52048,17,114848,52048,4,"[135.439453125, 34.69646117272348, 135.450439453125, 34.70549341022546]",27113,1,coverage_full,1,2026-06-29T14:28:28Z,available=16/16,28378840370
OHG-Z17-X114852-Y52048,17,114852,52048,4,"[135.450439453125, 34.69646117272348, 135.46142578125, 34.70549341022546]",27103;27104;27113,3,coverage_full,1,2026-06-29T14:28:41Z,available=16/16,28378840370
OHG-Z17-X114856-Y52048,17,114856,52048,4,"[135.46142578125, 34.69646117272348, 135.472412109375, 34.70549341022546]",27103;27113;27123;27127,4,coverage_full,1,2026-06-29T14:28:53Z,available=16/16,28378840370
OHG-Z17-X114860-Y52048,17,114860,52048,4,"[135.472412109375, 34.69646117272348, 135.4833984375, 34.70549341022546]",27103;27113;27123;27127,4,coverage_full,1,2026-06-29T21:45:53Z,available=16/16,28404757112
OHG-Z17-X114864-Y52048,17,114864,52048,4,"[135.4833984375, 34.69646117272348, 135.494384765625, 34.70549341022546]",27103;27106;27127;27128,4,coverage_full,1,2026-06-29T21:46:05Z,available=16/16,28404757112
OHG-Z17-X114868-Y52048,17,114868,52048,4,"[135.494384765625, 34.69646117272348, 135.50537109375, 34.70549341022546]",27103;27106;27127;27128,4,coverage_full,1,2026-06-29T21:46:16Z,available=16/16,28404757112
OHG-Z17-X114872-Y52048,17,114872,52048,4,"[135.50537109375, 34.69646117272348, 135.516357421875, 34.70549341022546]",27102;27127;27128,3,coverage_full,1,2026-06-29T21:46:28Z,available=16/16,28404757112
